time,Altitude,Bandwidth(MBits/sec),BatteryVolts,GPSFix,ID,Interval(sec),Latitude,Longitude,NumberOfSatellites,Pitch,Roll,Transfer(MBytes),VelocityX,VelocityY,VelocityZ,Yaw,num
2026-01-19 15:40:02.989498,24.9680000000,11.2180778029,45.9470000000,4.0000000000,5.0000000000,,35.7277445000,-78.6983013000,29.0000000000,-0.0557938106,-0.0811020732,1.3288761759,1.1200000000,-4.8600000000,-0.0400000000,-0.0608034022,97.0000000000
2026-01-19 15:40:03.992912,24.9700000000,11.9784137293,45.8770000000,4.0000000000,5.0000000000,,35.7277548000,-78.6983549000,29.0000000000,-0.0564420819,-0.0779267401,1.4214096475,1.1300000000,-4.8700000000,0.0000000000,-0.0600375868,98.0000000000
2026-01-19 15:40:04.996844,25.0080000000,11.0769816279,45.8750000000,4.0000000000,5.0000000000,,35.7277655000,-78.6984080000,29.0000000000,-0.0510993339,-0.0891704410,1.3156910475,1.1300000000,-4.8500000000,0.0200000000,-0.0596461557,99.0000000000
2026-01-19 15:40:06.000265,25.0020000000,10.8729597038,45.9280000000,4.0000000000,5.0000000000,,35.7277760000,-78.6984618000,29.0000000000,-0.0399545096,-0.0836877227,1.2930787032,1.1200000000,-4.9100000000,-0.0400000000,-0.0635546297,100.0000000000
2026-01-19 15:40:07.003221,25.0080000000,12.4276009581,45.8840000000,4.0000000000,5.0000000000,,35.7277855000,-78.6985157000,29.0000000000,-0.0674488842,-0.0976194441,1.4797177598,1.0300000000,-4.8600000000,0.0200000000,-0.0571505800,101.0000000000
2026-01-19 15:40:08.006080,25.0000000000,11.0130376570,45.8400000000,4.0000000000,5.0000000000,,35.7277948000,-78.6985699000,29.0000000000,-0.0551547371,-0.0891781151,1.3146044574,1.0600000000,-4.9100000000,0.0700000000,-0.0608671047,102.0000000000
2026-01-19 15:40:09.009421,24.9870000000,14.1000000000,45.6890000000,4.0000000000,5.0000000000,,35.7278040000,-78.6986246000,29.0000000000,-0.0739703476,-0.0814615339,1.6800000000,1.0800000000,-4.9800000000,-0.0100000000,-0.0538291037,103.0000000000
2026-01-19 15:40:10.012247,25.0040000000,14.3257112085,45.6890000000,4.0000000000,5.0000000000,,35.7278142000,-78.6986792000,29.0000000000,-0.0496489853,-0.0812123120,1.7063329743,1.1700000000,-4.9000000000,0.0400000000,-0.0633540526,104.0000000000
2026-01-19 15:40:11.015454,25.0550000000,14.2447205037,46.0990000000,4.0000000000,5.0000000000,,35.7278241000,-78.6987317000,29.0000000000,-0.0113705099,0.0316135027,1.6968840588,0.9900000000,-4.3400000000,-0.1300000000,-0.0615279302,105.0000000000
2026-01-19 15:40:12.019032,24.9160000000,15.1084331779,45.6910000000,4.0000000000,5.0000000000,,35.7278319000,-78.6987730000,29.0000000000,-0.0040738164,0.1102531105,1.8014801402,0.7500000000,-2.9600000000,0.1200000000,-0.0594063029,106.0000000000
