time,ID,Interval(sec),Transfer(MBytes),Bandwidth(MBits/sec)
2026-01-29 13:44:19.278484,5,62.00-63.00,1.34,12.464
2026-01-29 13:44:20.278470,5,63.00-64.00,1.18,9.901
2026-01-29 13:44:21.278473,5,64.00-65.00,961,0.012319
2026-01-29 13:44:22.278869,5,65.00-66.00,1.04,14.809
2026-01-29 13:44:23.278462,5,66.00-67.00,1.22,12.33
2026-01-29 13:44:24.278488,5,67.00-68.00,1.12,12.086
2026-01-29 13:44:25.278490,5,68.00-69.00,1.29,14.076
2026-01-29 13:44:26.278473,5,69.00-70.00,973,0.011526999999999999
2026-01-29 13:44:27.278464,5,70.00-71.00,788,0.058052
2026-01-29 13:44:28.278521,5,71.00-72.00,1.19,7.781
2026-01-29 13:44:29.278489,5,72.00-73.00,1.27,8.543
2026-01-29 13:44:30.278464,5,73.00-74.00,1.18,13.914
2026-01-29 13:44:31.278535,5,74.00-75.00,1.30,11.836
2026-01-29 13:44:32.279149,5,75.00-76.00,1.41,9.673
2026-01-29 13:44:33.278468,5,76.00-77.00,1.27,8.607
2026-01-29 13:44:34.278586,5,77.00-78.00,1.20,8.646
2026-01-29 13:44:35.278480,5,78.00-79.00,1.15,10.674
2026-01-29 13:44:36.278498,5,79.00-80.00,626,0.012945
2026-01-29 13:44:37.280044,5,80.00-81.00,960,0.009968
2026-01-29 13:44:38.278463,5,81.00-82.00,1.07,10.004
2026-01-29 13:44:39.278488,5,82.00-83.00,938,0.011039
2026-01-29 13:44:40.278473,5,83.00-84.00,892,0.010779
2026-01-29 13:44:41.278473,5,84.00-85.00,869,0.010637
2026-01-29 13:44:42.278472,5,85.00-86.00,637,0.013677
2026-01-29 13:44:43.278892,5,86.00-87.00,892,0.017168
2026-01-29 13:44:44.278495,5,87.00-88.00,568,0.01514
2026-01-29 13:44:45.278482,5,88.00-89.00,753,0.011196999999999999
2026-01-29 13:44:46.278481,5,89.00-90.00,602,0.011398
2026-01-29 13:44:47.278479,5,90.00-91.00,811,0.010346
2026-01-29 13:44:48.278484,5,91.00-92.00,718,0.013985
2026-01-29 13:44:49.279089,5,92.00-93.00,637,0.014893
2026-01-29 13:44:50.278474,5,93.00-94.00,753,0.016067
2026-01-29 13:44:51.278443,5,94.00-95.00,765,0.014083
2026-01-29 13:44:52.278466,5,95.00-96.00,637,0.013904
2026-01-29 13:44:53.278541,5,96.00-97.00,359,0.19179400000000002
2026-01-29 13:44:54.278512,5,97.00-98.00,614,0.025393000000000002
2026-01-29 13:44:55.278488,5,98.00-99.00,568,0.021198
2026-01-29 13:44:56.278746,5,99.00-100.00,324,0.024606000000000003
2026-01-29 13:44:57.278678,5,100.00-101.00,290,0.039240000000000004
2026-01-29 13:44:58.278459,5,101.00-102.00,324,0.06736700000000001
2026-01-29 13:44:59.278516,5,102.00-103.00,741,0.020445
2026-01-29 13:45:00.278824,5,103.00-104.00,289,0.031738
2026-01-29 13:45:01.278447,5,104.00-105.00,127,0.119706
2026-01-29 13:45:02.278498,5,105.00-106.00,533,0.025164000000000002
2026-01-29 13:45:03.278651,5,106.00-107.00,359,0.030864
2026-01-29 13:45:04.278459,5,107.00-108.00,290,0.039579
2026-01-29 13:45:05.278482,5,108.00-109.00,324,0.034601
2026-01-29 13:45:06.278501,5,109.00-110.00,232,0.047547
2026-01-29 13:45:07.278497,5,110.00-111.00,139,0.23445
2026-01-29 13:45:08.278455,5,111.00-112.00,324,0.063489
2026-01-29 13:45:09.278519,5,112.00-113.00,336,0.034363
2026-01-29 13:45:10.279334,5,113.00-114.00,0.00,3.4363e-05
2026-01-29 13:45:11.280764,5,114.00-115.00,0.00,3.4363e-05
2026-01-29 13:45:12.279420,5,115.00-116.00,0.00,3.4363e-05
2026-01-29 13:45:13.279236,5,116.00-117.00,0.00,3.4363e-05
2026-01-29 13:45:14.279389,5,117.00-118.00,0.00,3.4363e-05
2026-01-29 13:45:15.278466,5,118.00-119.00,313,0.06048
2026-01-29 13:45:16.278984,5,119.00-120.00,208,0.060951
2026-01-29 13:45:17.278546,5,120.00-121.00,406,0.027406
2026-01-29 13:45:18.278780,5,121.00-122.00,475,0.02533
2026-01-29 13:45:19.278680,5,122.00-123.00,220,0.039112
2026-01-29 13:45:20.278446,5,123.00-124.00,162,0.034413
2026-01-29 13:45:21.279376,5,124.00-125.00,0.00,3.4413e-05
2026-01-29 13:45:22.279178,5,125.00-126.00,0.00,3.4413e-05
2026-01-29 13:45:23.278644,5,126.00-127.00,359,0.110114
2026-01-29 13:45:24.278464,5,127.00-128.00,533,0.029264
2026-01-29 13:45:25.278483,5,128.00-129.00,359,0.031351
2026-01-29 13:45:26.278436,5,129.00-130.00,116,0.233473
2026-01-29 13:45:27.278469,5,130.00-131.00,209,0.091163
2026-01-29 13:45:28.278514,5,131.00-132.00,463,0.031027000000000002
2026-01-29 13:45:29.278464,5,132.00-133.00,382,0.031229
2026-01-29 13:45:30.278767,5,133.00-134.00,324,0.025315
2026-01-29 13:45:31.278471,5,134.00-135.00,267,0.07767700000000001
2026-01-29 13:45:32.278824,5,135.00-136.00,429,0.035582
2026-01-29 13:45:33.278525,5,136.00-137.00,278,0.034336
2026-01-29 13:45:34.278434,5,137.00-138.00,278,0.040729999999999995
2026-01-29 13:45:35.278554,5,138.00-139.00,197,0.063123
2026-01-29 13:45:36.278735,5,139.00-140.00,174,0.05651
2026-01-29 13:45:37.279675,5,140.00-141.00,0.00,5.651e-05
2026-01-29 13:45:38.279367,5,141.00-142.00,0.00,5.651e-05
2026-01-29 13:45:39.278473,5,142.00-143.00,162,0.170129
2026-01-29 13:45:40.278817,5,143.00-144.00,347,0.053977
2026-01-29 13:45:41.278683,5,144.00-145.00,278,0.046252
2026-01-29 13:45:42.278468,5,145.00-146.00,463,0.024239
2026-01-29 13:45:43.278555,5,146.00-147.00,394,0.025070000000000002
2026-01-29 13:45:44.278474,5,147.00-148.00,475,0.024538
2026-01-29 13:45:45.278614,5,148.00-149.00,405,0.033245
2026-01-29 13:45:46.278644,5,149.00-150.00,498,0.021188
2026-01-29 13:45:47.278592,5,150.00-151.00,498,0.012282999999999999
2026-01-29 13:45:48.278577,5,151.00-152.00,533,0.020172
2026-01-29 13:45:49.278519,5,152.00-153.00,544,0.014682
2026-01-29 13:45:50.278858,5,153.00-154.00,440,0.019738
2026-01-29 13:45:51.278606,5,154.00-155.00,521,0.015090999999999999
2026-01-29 13:45:52.278472,5,155.00-156.00,556,0.010657999999999999
2026-01-29 13:45:53.278480,5,156.00-157.00,290,0.023694
2026-01-29 13:45:54.278486,5,157.00-158.00,498,0.018399000000000002
2026-01-29 13:45:55.278672,5,158.00-159.00,510,0.016647
2026-01-29 13:45:56.278671,5,159.00-160.00,637,0.016104
2026-01-29 13:45:57.278579,5,160.00-161.00,614,0.013087
2026-01-29 13:45:58.278592,5,161.00-162.00,753,0.020788
2026-01-29 13:45:59.278625,5,162.00-163.00,568,0.01599
2026-01-29 13:46:00.278582,5,163.00-164.00,707,0.012083
2026-01-29 13:46:01.278583,5,164.00-165.00,591,0.018411999999999998
2026-01-29 13:46:02.278478,5,165.00-166.00,695,0.014429
2026-01-29 13:46:03.278618,5,166.00-167.00,961,0.011308
2026-01-29 13:46:04.278488,5,167.00-168.00,985,0.016072
2026-01-29 13:46:05.278637,5,168.00-169.00,869,0.015745
2026-01-29 13:46:06.278436,5,169.00-170.00,765,0.011897999999999999
2026-01-29 13:46:07.280840,5,170.00-171.00,1.02,15.965
2026-01-29 13:46:08.278654,5,171.00-172.00,846,0.017718
2026-01-29 13:46:09.278615,5,172.00-173.00,1.11,9.182
2026-01-29 13:46:10.278711,5,173.00-174.00,869,0.015218
2026-01-29 13:46:11.278602,5,174.00-175.00,776,0.009962
2026-01-29 13:46:12.278983,5,175.00-176.00,938,0.012372999999999999
2026-01-29 13:46:13.278476,5,176.00-177.00,1.05,11.682
2026-01-29 13:46:14.278458,5,177.00-178.00,1.22,8.118
2026-01-29 13:46:15.278523,5,178.00-179.00,660,0.015005000000000001
2026-01-29 13:46:16.278650,5,179.00-180.00,1.40,8.502
2026-01-29 13:46:17.278479,5,180.00-181.00,1.49,6.831
2026-01-29 13:46:18.278442,5,181.00-182.00,1.66,7.747
2026-01-29 13:46:19.278445,5,182.00-183.00,1.29,7.408
2026-01-29 13:46:20.278466,5,183.00-184.00,1.47,7.877
2026-01-29 13:46:21.278658,5,184.00-185.00,1.20,11.601
2026-01-29 13:46:22.278497,5,185.00-186.00,1.39,8.675
2026-01-29 13:46:23.278498,5,186.00-187.00,1.29,12.144
2026-01-29 13:46:24.278466,5,187.00-188.00,1.40,12.67
2026-01-29 13:46:25.278469,5,188.00-189.00,1.17,9.463
2026-01-29 13:46:26.278483,5,189.00-190.00,1.16,10.325
2026-01-29 13:46:27.278481,5,190.00-191.00,1.20,9.963
2026-01-29 13:46:28.278688,5,191.00-192.00,1.12,12.622
2026-01-29 13:46:29.279124,5,192.00-193.00,1.46,10.257
2026-01-29 13:46:30.278724,5,193.00-194.00,1.32,10.939
2026-01-29 13:46:31.278591,5,194.00-195.00,1.04,13.928
2026-01-29 13:46:32.278478,5,195.00-196.00,1.38,8.836
2026-01-29 13:46:33.278434,5,196.00-197.00,1.54,8.403
2026-01-29 13:46:34.278476,5,197.00-198.00,1.29,11.323
2026-01-29 13:46:35.278501,5,198.00-199.00,1.36,10.512
2026-01-29 13:46:36.278444,5,199.00-200.00,2.15,8.074
2026-01-29 13:46:37.278480,5,200.00-201.00,1.64,6.156
2026-01-29 13:46:38.278429,5,201.00-202.00,1.44,10.599
2026-01-29 13:46:39.278596,5,202.00-203.00,1.01,15.825
2026-01-29 13:46:40.278472,5,203.00-204.00,1.77,14.428
2026-01-29 13:46:41.278583,5,204.00-205.00,2.24,8.011
2026-01-29 13:46:42.278463,5,205.00-206.00,1.52,10.444
2026-01-29 13:46:43.278494,5,206.00-207.00,1.83,7.59
2026-01-29 13:46:44.278620,5,207.00-208.00,2.09,8.259
2026-01-29 13:46:45.278475,5,208.00-209.00,2.19,9.395
2026-01-29 13:46:46.278702,5,209.00-210.00,1.83,5.552
2026-01-29 13:46:47.278520,5,210.00-211.00,2.35,8.899
2026-01-29 13:46:48.278735,5,211.00-212.00,2.69,5.227
2026-01-29 13:46:49.278471,5,212.00-213.00,2.22,6.351
2026-01-29 13:46:50.278702,5,213.00-214.00,2.11,5.873
2026-01-29 13:46:51.278474,5,214.00-215.00,1.84,4.911
2026-01-29 13:46:52.278470,5,215.00-216.00,2.00,11.985
2026-01-29 13:46:53.278431,5,216.00-217.00,1.96,5.54
2026-01-29 13:46:54.278476,5,217.00-218.00,2.24,5.154
2026-01-29 13:46:55.278470,5,218.00-219.00,2.22,6.353
2026-01-29 13:46:56.278684,5,219.00-220.00,1.89,8.293
2026-01-29 13:46:57.278623,5,220.00-221.00,1.97,7.98
2026-01-29 13:46:58.278725,5,221.00-222.00,1.83,5.603
2026-01-29 13:46:59.278746,5,222.00-223.00,1.53,7.608
2026-01-29 13:47:00.278936,5,223.00-224.00,2.49,9.575
2026-01-29 13:47:01.278663,5,224.00-225.00,1.52,9.108
2026-01-29 13:47:02.278452,5,225.00-226.00,1.99,7.045
2026-01-29 13:47:03.278461,5,226.00-227.00,2.19,6.813
2026-01-29 13:47:04.278650,5,227.00-228.00,2.41,5.681
2026-01-29 13:47:05.278436,5,228.00-229.00,1.92,7.477
2026-01-29 13:47:06.278708,5,229.00-230.00,3.29,5.25
2026-01-29 13:47:07.278576,5,230.00-231.00,2.99,6.213
2026-01-29 13:47:08.278471,5,231.00-232.00,3.51,7.166
2026-01-29 13:47:09.278462,5,232.00-233.00,3.27,3.961
2026-01-29 13:47:10.278465,5,233.00-234.00,2.65,3.778
2026-01-29 13:47:11.278485,5,234.00-235.00,3.80,4.558
2026-01-29 13:47:12.278485,5,235.00-236.00,2.66,5.406
2026-01-29 13:47:13.278487,5,236.00-237.00,2.42,6.799
2026-01-29 13:47:14.278477,5,237.00-238.00,2.72,4.832
2026-01-29 13:47:15.278557,5,238.00-239.00,2.56,7.379
2026-01-29 13:47:16.278434,5,239.00-240.00,2.14,5.131
2026-01-29 13:47:17.278490,5,240.00-241.00,2.69,5.277
2026-01-29 13:47:18.278557,5,241.00-242.00,2.66,6.46
2026-01-29 13:47:19.278648,5,242.00-243.00,2.87,3.999
2026-01-29 13:47:20.278459,5,243.00-244.00,2.36,6.582
2026-01-29 13:47:21.278469,5,244.00-245.00,2.79,6.91
2026-01-29 13:47:22.278466,5,245.00-246.00,2.25,4.538
2026-01-29 13:47:23.278538,5,246.00-247.00,3.01,5.634
2026-01-29 13:47:24.278462,5,247.00-248.00,3.08,5.092
2026-01-29 13:47:25.279141,5,248.00-249.00,2.36,2.006
2026-01-29 13:47:26.278475,5,249.00-250.00,3.29,3.619
2026-01-29 13:47:27.278730,5,250.00-251.00,1.30,5.44
2026-01-29 13:47:28.278603,5,251.00-252.00,3.26,1.911
2026-01-29 13:47:29.278464,5,252.00-253.00,5.06,0.885
2026-01-29 13:47:30.278809,5,253.00-254.00,3.37,2.311
2026-01-29 13:47:31.278806,5,254.00-255.00,6.21,2.308
2026-01-29 13:47:32.278475,5,255.00-256.00,3.43,3.442
2026-01-29 13:47:33.278595,5,256.00-257.00,7.07,7.044
2026-01-29 13:47:34.278651,5,257.00-258.00,3.16,5.638
2026-01-29 13:47:35.278458,5,258.00-259.00,2.54,3.931
2026-01-29 13:47:36.278603,5,259.00-260.00,1.89,5.227
2026-01-29 13:47:37.278834,5,260.00-261.00,1.47,4.77
2026-01-29 13:47:38.278522,5,261.00-262.00,4.53,2.077
2026-01-29 13:47:39.278585,5,262.00-263.00,4.34,6.336
2026-01-29 13:47:40.278463,5,263.00-264.00,3.42,1.121
